Snapshot Date,Service Type,Age Band,Age Band Order,Open Tickets,Past Due Tickets,Critical Or Major,High Risk Tickets
2025-01-01,SD-WAN,7-30d,4,4,4,0,2
2025-01-01,SD-WAN,30d+,5,0,0,0,0
2025-02-01,Business Voice (SIP),0-24h,1,46,0,4,2
2025-02-01,Business Voice (SIP),1-3d,2,30,2,1,3
2025-02-01,Business Voice (SIP),3-7d,3,11,10,0,2
2025-02-01,Business Voice (SIP),7-30d,4,0,0,0,0
2025-02-01,Business Voice (SIP),30d+,5,0,0,0,0
2025-02-01,Dedicated Internet,0-24h,1,51,0,4,2
2025-02-01,Dedicated Internet,1-3d,2,37,3,1,3
2025-02-01,Dedicated Internet,3-7d,3,17,8,0,8
2025-02-01,Dedicated Internet,7-30d,4,9,9,0,3
2025-02-01,Dedicated Internet,30d+,5,0,0,0,0
2025-02-01,Managed Cloud,0-24h,1,20,0,1,2
2025-02-01,Managed Cloud,1-3d,2,10,1,0,1
2025-02-01,Managed Cloud,3-7d,3,5,4,0,1
2025-02-01,Managed Cloud,7-30d,4,1,1,0,0
2025-02-01,Managed Cloud,30d+,5,0,0,0,0
2025-02-01,Managed Security,0-24h,1,17,0,0,0
2025-02-01,Managed Security,1-3d,2,11,0,0,0
2025-02-01,Managed Security,3-7d,3,3,2,0,0
2025-02-01,Managed Security,7-30d,4,0,0,0,0
2025-02-01,Managed Security,30d+,5,0,0,0,0
2025-02-01,MPLS WAN,0-24h,1,20,0,0,1
2025-02-01,MPLS WAN,1-3d,2,14,1,1,1
2025-02-01,MPLS WAN,3-7d,3,8,4,0,4
2025-02-01,MPLS WAN,7-30d,4,0,0,0,0
2025-02-01,MPLS WAN,30d+,5,0,0,0,0
2025-02-01,SD-WAN,0-24h,1,59,0,7,8
2025-02-01,SD-WAN,1-3d,2,45,7,0,13
2025-02-01,SD-WAN,3-7d,3,23,12,1,12
2025-02-01,SD-WAN,7-30d,4,29,29,0,27
2025-02-01,SD-WAN,30d+,5,0,0,0,0
2025-03-01,Business Voice (SIP),0-24h,1,53,0,2,0
2025-03-01,Business Voice (SIP),1-3d,2,33,1,0,1
2025-03-01,Business Voice (SIP),3-7d,3,16,10,0,3
2025-03-01,Business Voice (SIP),7-30d,4,1,1,0,0
2025-03-01,Business Voice (SIP),30d+,5,0,0,0,0
2025-03-01,Dedicated Internet,0-24h,1,40,0,7,3
2025-03-01,Dedicated Internet,1-3d,2,39,4,0,3
2025-03-01,Dedicated Internet,3-7d,3,19,10,1,3
2025-03-01,Dedicated Internet,7-30d,4,14,14,0,10
2025-03-01,Dedicated Internet,30d+,5,0,0,0,0
2025-03-01,Managed Cloud,0-24h,1,16,0,1,0
2025-03-01,Managed Cloud,1-3d,2,13,1,0,3
2025-03-01,Managed Cloud,3-7d,3,5,3,0,1
2025-03-01,Managed Cloud,7-30d,4,1,1,0,0
2025-03-01,Managed Cloud,30d+,5,0,0,0,0
2025-03-01,Managed Security,0-24h,1,14,0,2,0
2025-03-01,Managed Security,1-3d,2,14,1,0,0
2025-03-01,Managed Security,3-7d,3,0,0,0,0
2025-03-01,Managed Security,7-30d,4,1,1,0,0
2025-03-01,Managed Security,30d+,5,0,0,0,0
2025-03-01,MPLS WAN,0-24h,1,17,0,2,2
2025-03-01,MPLS WAN,1-3d,2,9,0,0,0
2025-03-01,MPLS WAN,3-7d,3,7,5,0,4
2025-03-01,MPLS WAN,7-30d,4,2,2,0,0
2025-03-01,MPLS WAN,30d+,5,0,0,0,0
2025-03-01,SD-WAN,0-24h,1,44,1,8,6
2025-03-01,SD-WAN,1-3d,2,35,2,0,8
2025-03-01,SD-WAN,3-7d,3,22,13,0,12
2025-03-01,SD-WAN,7-30d,4,10,10,0,9
2025-03-01,SD-WAN,30d+,5,1,1,0,1
2025-04-01,Business Voice (SIP),0-24h,1,61,0,5,1
2025-04-01,Business Voice (SIP),1-3d,2,16,1,0,5
2025-04-01,Business Voice (SIP),3-7d,3,12,6,0,3
2025-04-01,Business Voice (SIP),7-30d,4,2,2,0,2
2025-04-01,Business Voice (SIP),30d+,5,0,0,0,0
2025-04-01,Dedicated Internet,0-24h,1,60,0,3,7
2025-04-01,Dedicated Internet,1-3d,2,17,1,0,6
2025-04-01,Dedicated Internet,3-7d,3,12,5,1,2
2025-04-01,Dedicated Internet,7-30d,4,2,2,0,1
2025-04-01,Dedicated Internet,30d+,5,0,0,0,0
2025-04-01,Managed Cloud,0-24h,1,24,0,4,0
2025-04-01,Managed Cloud,1-3d,2,7,1,0,2
2025-04-01,Managed Cloud,3-7d,3,5,3,0,0
2025-04-01,Managed Cloud,7-30d,4,1,1,0,1
2025-04-01,Managed Cloud,30d+,5,1,1,0,1
2025-04-01,Managed Security,0-24h,1,24,1,2,0
2025-04-01,Managed Security,1-3d,2,8,0,0,1
2025-04-01,Managed Security,3-7d,3,5,1,0,0
2025-04-01,Managed Security,7-30d,4,0,0,0,0
2025-04-01,Managed Security,30d+,5,0,0,0,0
2025-04-01,MPLS WAN,0-24h,1,22,0,3,4
2025-04-01,MPLS WAN,1-3d,2,12,0,0,8
2025-04-01,MPLS WAN,3-7d,3,8,6,0,2
2025-04-01,MPLS WAN,7-30d,4,3,3,0,2
2025-04-01,MPLS WAN,30d+,5,0,0,0,0
2025-04-01,SD-WAN,0-24h,1,79,1,7,11
2025-04-01,SD-WAN,1-3d,2,24,4,1,18
2025-04-01,SD-WAN,3-7d,3,18,10,0,8
2025-04-01,SD-WAN,7-30d,4,6,6,0,4
2025-04-01,SD-WAN,30d+,5,0,0,0,0
2025-05-01,Business Voice (SIP),0-24h,1,44,1,5,2
2025-05-01,Business Voice (SIP),1-3d,2,43,3,1,7
2025-05-01,Business Voice (SIP),3-7d,3,12,10,0,6
2025-05-01,Business Voice (SIP),7-30d,4,1,1,0,0
2025-05-01,Business Voice (SIP),30d+,5,0,0,0,0
2025-05-01,Dedicated Internet,0-24h,1,56,0,3,0
2025-05-01,Dedicated Internet,1-3d,2,35,3,1,3
2025-05-01,Dedicated Internet,3-7d,3,9,4,0,3
2025-05-01,Dedicated Internet,7-30d,4,3,3,0,3
2025-05-01,Dedicated Internet,30d+,5,0,0,0,0
2025-05-01,Managed Cloud,0-24h,1,29,2,6,0
2025-05-01,Managed Cloud,1-3d,2,19,1,0,1
2025-05-01,Managed Cloud,3-7d,3,3,0,0,1
2025-05-01,Managed Cloud,7-30d,4,2,2,0,1
2025-05-01,Managed Cloud,30d+,5,0,0,0,0
2025-05-01,Managed Security,0-24h,1,25,0,1,0
2025-05-01,Managed Security,1-3d,2,11,0,0,0
2025-05-01,Managed Security,3-7d,3,6,5,0,0
2025-05-01,Managed Security,7-30d,4,0,0,0,0
2025-05-01,Managed Security,30d+,5,0,0,0,0
2025-05-01,MPLS WAN,0-24h,1,17,0,2,0
2025-05-01,MPLS WAN,1-3d,2,15,1,0,3
2025-05-01,MPLS WAN,3-7d,3,3,3,0,3
2025-05-01,MPLS WAN,7-30d,4,0,0,0,0
2025-05-01,MPLS WAN,30d+,5,0,0,0,0
2025-05-01,SD-WAN,0-24h,1,58,1,6,6
2025-05-01,SD-WAN,1-3d,2,66,4,0,18
2025-05-01,SD-WAN,3-7d,3,13,6,0,8
2025-05-01,SD-WAN,7-30d,4,4,4,0,1
2025-05-01,SD-WAN,30d+,5,0,0,0,0
2025-06-01,Business Voice (SIP),0-24h,1,23,0,2,4
2025-06-01,Business Voice (SIP),1-3d,2,32,3,2,5
2025-06-01,Business Voice (SIP),3-7d,3,7,4,0,0
2025-06-01,Business Voice (SIP),7-30d,4,1,1,0,1
2025-06-01,Business Voice (SIP),30d+,5,0,0,0,0
2025-06-01,Dedicated Internet,0-24h,1,28,0,1,4
2025-06-01,Dedicated Internet,1-3d,2,29,1,0,3
2025-06-01,Dedicated Internet,3-7d,3,15,10,0,4
2025-06-01,Dedicated Internet,7-30d,4,4,4,0,2
2025-06-01,Dedicated Internet,30d+,5,0,0,0,0
2025-06-01,Managed Cloud,0-24h,1,3,0,1,0
2025-06-01,Managed Cloud,1-3d,2,11,0,0,2
2025-06-01,Managed Cloud,3-7d,3,10,4,0,0
2025-06-01,Managed Cloud,7-30d,4,0,0,0,0
2025-06-01,Managed Cloud,30d+,5,0,0,0,0
2025-06-01,Managed Security,0-24h,1,5,0,1,0
2025-06-01,Managed Security,1-3d,2,8,0,0,0
2025-06-01,Managed Security,3-7d,3,3,2,0,0
2025-06-01,Managed Security,7-30d,4,0,0,0,0
2025-06-01,Managed Security,30d+,5,0,0,0,0
2025-06-01,MPLS WAN,0-24h,1,13,0,3,8
2025-06-01,MPLS WAN,1-3d,2,7,0,0,2
2025-06-01,MPLS WAN,3-7d,3,9,6,0,3
2025-06-01,MPLS WAN,7-30d,4,1,1,0,1
2025-06-01,MPLS WAN,30d+,5,0,0,0,0
2025-06-01,SD-WAN,0-24h,1,31,1,5,17
2025-06-01,SD-WAN,1-3d,2,37,1,1,11
2025-06-01,SD-WAN,3-7d,3,29,12,0,16
2025-06-01,SD-WAN,7-30d,4,4,4,0,3
2025-06-01,SD-WAN,30d+,5,0,0,0,0
2025-07-01,Business Voice (SIP),0-24h,1,46,0,2,3
2025-07-01,Business Voice (SIP),1-3d,2,20,2,0,10
2025-07-01,Business Voice (SIP),3-7d,3,13,9,0,0
2025-07-01,Business Voice (SIP),7-30d,4,4,4,0,2
2025-07-01,Business Voice (SIP),30d+,5,0,0,0,0
2025-07-01,Dedicated Internet,0-24h,1,66,1,8,4
2025-07-01,Dedicated Internet,1-3d,2,21,4,1,7
2025-07-01,Dedicated Internet,3-7d,3,11,7,0,2
2025-07-01,Dedicated Internet,7-30d,4,2,2,0,1
2025-07-01,Dedicated Internet,30d+,5,0,0,0,0
2025-07-01,Managed Cloud,0-24h,1,17,0,1,0
2025-07-01,Managed Cloud,1-3d,2,8,1,0,1
2025-07-01,Managed Cloud,3-7d,3,14,6,0,2
2025-07-01,Managed Cloud,7-30d,4,31,31,1,30
2025-07-01,Managed Cloud,30d+,5,0,0,0,0
2025-07-01,Managed Security,0-24h,1,24,0,2,0
2025-07-01,Managed Security,1-3d,2,3,0,0,1
2025-07-01,Managed Security,3-7d,3,4,0,0,0
2025-07-01,Managed Security,7-30d,4,0,0,0,0
2025-07-01,Managed Security,30d+,5,0,0,0,0
2025-07-01,MPLS WAN,0-24h,1,22,0,1,2
2025-07-01,MPLS WAN,1-3d,2,1,1,0,0
2025-07-01,MPLS WAN,3-7d,3,3,2,0,0
2025-07-01,MPLS WAN,7-30d,4,0,0,0,0
2025-07-01,MPLS WAN,30d+,5,0,0,0,0
2025-07-01,SD-WAN,0-24h,1,63,0,7,4
2025-07-01,SD-WAN,1-3d,2,19,2,1,12
2025-07-01,SD-WAN,3-7d,3,21,11,0,7
2025-07-01,SD-WAN,7-30d,4,4,4,0,2
2025-07-01,SD-WAN,30d+,5,0,0,0,0
2025-08-01,Business Voice (SIP),0-24h,1,48,1,3,3
2025-08-01,Business Voice (SIP),1-3d,2,38,2,0,2
2025-08-01,Business Voice (SIP),3-7d,3,11,8,0,1
2025-08-01,Business Voice (SIP),7-30d,4,1,1,0,0
2025-08-01,Business Voice (SIP),30d+,5,0,0,0,0
2025-08-01,Dedicated Internet,0-24h,1,56,0,4,6
2025-08-01,Dedicated Internet,1-3d,2,26,1,0,6
2025-08-01,Dedicated Internet,3-7d,3,7,4,0,3
2025-08-01,Dedicated Internet,7-30d,4,5,5,0,0
2025-08-01,Dedicated Internet,30d+,5,0,0,0,0
2025-08-01,Managed Cloud,0-24h,1,18,0,3,0
2025-08-01,Managed Cloud,1-3d,2,15,3,3,2
2025-08-01,Managed Cloud,3-7d,3,5,2,0,0
2025-08-01,Managed Cloud,7-30d,4,2,2,0,1
2025-08-01,Managed Cloud,30d+,5,1,1,0,1
2025-08-01,Managed Security,0-24h,1,14,0,1,0
2025-08-01,Managed Security,1-3d,2,13,1,1,0
2025-08-01,Managed Security,3-7d,3,1,0,0,0
2025-08-01,Managed Security,7-30d,4,0,0,0,0
2025-08-01,Managed Security,30d+,5,0,0,0,0
2025-08-01,MPLS WAN,0-24h,1,17,1,2,2
2025-08-01,MPLS WAN,1-3d,2,11,0,1,1
2025-08-01,MPLS WAN,3-7d,3,7,5,0,3
2025-08-01,MPLS WAN,7-30d,4,1,1,0,0
2025-08-01,MPLS WAN,30d+,5,0,0,0,0
2025-08-01,SD-WAN,0-24h,1,50,1,5,17
2025-08-01,SD-WAN,1-3d,2,49,5,0,10
2025-08-01,SD-WAN,3-7d,3,16,12,0,11
2025-08-01,SD-WAN,7-30d,4,8,8,0,5
2025-08-01,SD-WAN,30d+,5,0,0,0,0
2025-09-01,Business Voice (SIP),0-24h,1,14,0,2,5
2025-09-01,Business Voice (SIP),1-3d,2,16,0,0,6
2025-09-01,Business Voice (SIP),3-7d,3,5,5,0,0
2025-09-01,Business Voice (SIP),7-30d,4,6,6,0,4
2025-09-01,Business Voice (SIP),30d+,5,0,0,0,0
2025-09-01,Dedicated Internet,0-24h,1,16,0,1,8
2025-09-01,Dedicated Internet,1-3d,2,20,3,1,4
2025-09-01,Dedicated Internet,3-7d,3,16,8,0,5
2025-09-01,Dedicated Internet,7-30d,4,4,4,0,3
2025-09-01,Dedicated Internet,30d+,5,0,0,0,0
2025-09-01,Managed Cloud,0-24h,1,8,1,1,1
2025-09-01,Managed Cloud,1-3d,2,9,0,0,2
2025-09-01,Managed Cloud,3-7d,3,6,4,0,1
2025-09-01,Managed Cloud,7-30d,4,1,1,0,0
2025-09-01,Managed Cloud,30d+,5,0,0,0,0
2025-09-01,Managed Security,0-24h,1,5,0,0,0
2025-09-01,Managed Security,1-3d,2,4,0,0,0
2025-09-01,Managed Security,3-7d,3,3,0,0,0
2025-09-01,Managed Security,7-30d,4,0,0,0,0
2025-09-01,Managed Security,30d+,5,0,0,0,0
2025-09-01,MPLS WAN,0-24h,1,11,0,0,5
2025-09-01,MPLS WAN,1-3d,2,10,1,0,3
2025-09-01,MPLS WAN,3-7d,3,2,1,0,0
2025-09-01,MPLS WAN,7-30d,4,1,1,0,1
2025-09-01,MPLS WAN,30d+,5,0,0,0,0
2025-09-01,SD-WAN,0-24h,1,19,0,2,8
2025-09-01,SD-WAN,1-3d,2,34,5,0,19
2025-09-01,SD-WAN,3-7d,3,14,11,0,5
2025-09-01,SD-WAN,7-30d,4,0,0,0,0
2025-09-01,SD-WAN,30d+,5,0,0,0,0
2025-10-01,Business Voice (SIP),0-24h,1,69,0,4,7
2025-10-01,Business Voice (SIP),1-3d,2,41,2,0,9
2025-10-01,Business Voice (SIP),3-7d,3,11,8,0,4
2025-10-01,Business Voice (SIP),7-30d,4,4,4,0,1
2025-10-01,Business Voice (SIP),30d+,5,0,0,0,0
2025-10-01,Dedicated Internet,0-24h,1,67,0,6,3
2025-10-01,Dedicated Internet,1-3d,2,36,3,1,5
2025-10-01,Dedicated Internet,3-7d,3,9,5,0,3
2025-10-01,Dedicated Internet,7-30d,4,2,2,0,1
2025-10-01,Dedicated Internet,30d+,5,0,0,0,0
2025-10-01,Managed Cloud,0-24h,1,25,0,2,0
2025-10-01,Managed Cloud,1-3d,2,10,0,0,1
2025-10-01,Managed Cloud,3-7d,3,5,3,0,1
2025-10-01,Managed Cloud,7-30d,4,2,2,0,1
2025-10-01,Managed Cloud,30d+,5,0,0,0,0
2025-10-01,Managed Security,0-24h,1,24,1,3,0
2025-10-01,Managed Security,1-3d,2,11,2,1,0
2025-10-01,Managed Security,3-7d,3,3,0,0,2
2025-10-01,Managed Security,7-30d,4,0,0,0,0
2025-10-01,Managed Security,30d+,5,0,0,0,0
2025-10-01,MPLS WAN,0-24h,1,21,0,3,4
2025-10-01,MPLS WAN,1-3d,2,13,0,0,2
2025-10-01,MPLS WAN,3-7d,3,20,16,1,15
2025-10-01,MPLS WAN,7-30d,4,1,1,0,1
2025-10-01,MPLS WAN,30d+,5,0,0,0,0
2025-10-01,SD-WAN,0-24h,1,73,1,8,10
2025-10-01,SD-WAN,1-3d,2,28,4,4,12
2025-10-01,SD-WAN,3-7d,3,16,9,0,9
2025-10-01,SD-WAN,7-30d,4,5,5,0,3
2025-10-01,SD-WAN,30d+,5,0,0,0,0
2025-11-01,Business Voice (SIP),0-24h,1,60,0,2,2
2025-11-01,Business Voice (SIP),1-3d,2,27,4,2,0
2025-11-01,Business Voice (SIP),3-7d,3,14,7,0,4
2025-11-01,Business Voice (SIP),7-30d,4,3,3,0,2
2025-11-01,Business Voice (SIP),30d+,5,0,0,0,0
2025-11-01,Dedicated Internet,0-24h,1,46,0,3,2
2025-11-01,Dedicated Internet,1-3d,2,32,2,0,5
2025-11-01,Dedicated Internet,3-7d,3,16,7,0,8
2025-11-01,Dedicated Internet,7-30d,4,6,6,0,4
2025-11-01,Dedicated Internet,30d+,5,0,0,0,0
2025-11-01,Managed Cloud,0-24h,1,18,0,2,0
2025-11-01,Managed Cloud,1-3d,2,14,2,0,2
2025-11-01,Managed Cloud,3-7d,3,4,0,0,0
2025-11-01,Managed Cloud,7-30d,4,1,1,0,0
2025-11-01,Managed Cloud,30d+,5,0,0,0,0
